corr,nresp
0.18615587232351755,8.25856
0.2360028331016025,10.981720000000003
0.2834753312332908,13.772440000000003
0.32182377113933525,16.644640000000003
0.36192785506969716,19.50664
0.3946172064742155,22.25684
0.42321540825018195,25.30916
0.4506897238440992,28.124720000000007
0.4717081772968759,30.86595999999999
0.49393717096816714,33.77324
0.515598457446762,36.63364000000001
0.5365842593054987,39.4324
0.552790019606914,42.285199999999996
0.5698232791951864,45.29432
0.5844663010402482,47.94344
0.597367353467722,50.81659999999999
0.6103325397977437,53.67468000000001
0.6216003123060565,56.42956000000001
0.6345098063487112,59.44999999999999
0.6444977364635239,62.17816
0.6545495309452058,64.98088
0.6638273260671861,67.9396
0.6721830524770018,70.71072000000001
0.6811663262396227,73.50448000000002
0.6899498427993679,76.39824000000002
0.6981602804788047,79.26924
0.705565191214318,82.0448
0.7138504479418865,84.91232
0.7198470041945698,87.41184000000001
0.7302312959962862,91.58999999999997
