corr,nresp
0.1618971334011388,7.949382716049382
0.2181895060704882,10.588395061728397
0.25542733952318636,13.27925925925926
0.2898754680912373,16.04148148148148
0.3346572749109958,18.79679012345679
0.3470700130942594,21.46641975308642
0.3758016180459405,24.422716049382714
0.39180195947032215,27.130864197530865
0.4114818810296905,29.797530864197533
0.43253848577255766,32.58938271604938
0.44931963989082674,35.35901234567902
0.4602406440430266,38.071604938271605
0.47835131427170546,40.825185185185184
0.5047954321927716,43.74123456790123
0.5109198636018739,46.28172839506173
0.5271550026239428,49.068888888888885
0.5421662529903726,51.828641975308635
0.5511124790516677,54.47901234567901
0.5676483118254986,57.40098765432098
0.5789348225084365,60.029382716049376
0.590922360589381,62.742962962962956
0.6025343875425986,65.61333333333332
0.6077060134081779,68.28123456790124
0.6146835053812886,70.97604938271604
0.6243178349255213,73.76641975308642
0.6297417663071077,76.55135802469137
0.6403558705236702,79.23135802469136
0.6513488049838364,82.00222222222223
0.6568795183423096,84.42074074074073
0.6689239705373278,88.4814814814815
