corr,nresp
0.15891602900000393,7.942916666666665
0.20439000692912096,10.564375000000002
0.2410757246062295,13.257916666666667
0.2817384607953581,16.024375
0.3183921022423775,18.800833333333333
0.3450211582611089,21.442708333333336
0.38653079828278414,24.410625000000003
0.4066466388087806,27.130416666666676
0.4355705909060128,29.761458333333326
0.45251972384300454,32.57875000000001
0.47281617101594375,35.32458333333334
0.49087646889900804,38.037499999999994
0.5142498504134144,40.79520833333333
0.5272386554757903,43.70520833333334
0.5394236940847668,46.24833333333335
0.5533106008498997,49.00916666666667
0.5687519830960103,51.77104166666666
0.5781148627764102,54.43083333333334
0.5934909039857438,57.36729166666667
0.6030934793539349,59.99333333333332
0.6141144752074826,62.69229166666667
0.6273311566955196,65.55354166666667
0.6360718435902443,68.21645833333334
0.6465128277905572,70.92812500000001
0.656358564477272,73.70895833333334
0.6653358172143325,76.48291666666667
0.6751769323066235,79.166875
0.6829807528220403,81.91062500000001
0.6892147299922753,84.34020833333332
0.700648824962378,88.40625
