image_file,category,subcategory,H,FA,n_resp,memoir_mem_score_yfa,memoir_mem_score_nfa,mean_response_time
000000135694.jpg,food,pizza,82,8,91,0.813186813186813,0.901098901098901,644.137931034483
000000139249.jpg,sports,frisbee,46,6,66,0.606060606060606,0.696969696969697,684.102040816327
000000144430.jpg,food,orange,127,11,155,0.748387096774194,0.819354838709677,632.9375
000000150181.jpg,vehicle,airplane,54,9,82,0.548780487804878,0.658536585365854,659.083333333333
000000157886.jpg,animal,zebra,64,14,82,0.609756097560976,0.780487804878049,622.932432432432
000000157901.jpg,animal,sheep,50,5,76,0.592105263157895,0.657894736842105,713.596153846154
000000159196.jpg,animal,cow,58,17,83,0.493975903614458,0.698795180722892,614.891891891892
000000160624.jpg,sports,skiing,59,15,79,0.556962025316456,0.746835443037975,672.927536231884
000000163559.jpg,food,broccoli,111,14,153,0.633986928104575,0.725490196078431,673.543859649123
000000166376.jpg,sports,skiing,75,9,87,0.758620689655172,0.862068965517241,698.973684210526
000000166766.jpg,food,donut,77,7,88,0.795454545454545,0.875,640.35
000000167045.jpg,animal,elephant,64,15,90,0.544444444444444,0.711111111111111,675.135135135135
000000168522.jpg,food,sandwich,45,6,77,0.506493506493506,0.584415584415584,689.574468085106
000000168741.jpg,food,donut,127,25,149,0.684563758389262,0.852348993288591,666.685314685315
000000170208.jpg,sports,surfing,50,18,74,0.432432432432432,0.675675675675676,629.031746031746
000000175136.jpg,vehicle,fishing boat,52,7,85,0.529411764705882,0.611764705882353,652.105263157895
000000177749.jpg,animal,horse,112,19,150,0.62,0.746666666666667,607.574803149606
000000181481.jpg,sports,frisbee,42,13,89,0.325842696629213,0.471910112359551,710.603773584906
000000182496.jpg,food,hotdog,91,16,97,0.77319587628866,0.938144329896907,656.990384615385
000000182837.jpg,sports,surfing,64,11,87,0.609195402298851,0.735632183908046,684.112676056338
000000184470.jpg,food,donut,69,6,82,0.768292682926829,0.841463414634146,615.426470588235
000000185530.jpg,animal,sheep,46,12,81,0.419753086419753,0.567901234567901,712.094339622642
000000185614.jpg,food,hotdog,95,25,151,0.463576158940397,0.629139072847682,654.263157894737
000000190868.jpg,vehicle,train,125,29,157,0.611464968152866,0.796178343949045,648.769230769231
000000192200.jpg,sports,soccer,51,21,90,0.333333333333333,0.566666666666667,565.671641791045
000000195748.jpg,sports,baseball,57,20,86,0.430232558139535,0.662790697674419,668.690140845071
000000195815.jpg,animal,dog,49,2,72,0.652777777777778,0.680555555555556,703.163265306122
000000196344.jpg,animal,horse,63,22,91,0.450549450549451,0.692307692307692,641.024691358025
000000196912.jpg,sports,frisbee,50,14,69,0.521739130434783,0.72463768115942,615.183333333333
