corr,nresp,downsample
0.6202659941211677,88.48148148148148,1.0
0.6009781780582464,84.53086419753086,0.9689655172413794
0.589725782797165,82.14814814814815,0.9379310344827586
0.6028971889500186,79.29629629629629,0.906896551724138
0.5971522424205036,76.56172839506173,0.8758620689655172
0.5876355091555717,73.78395061728395,0.8448275862068966
0.5728281629509502,70.96913580246914,0.8137931034482759
0.5750666972293736,68.27777777777777,0.7827586206896552
0.5810541916610225,65.61111111111111,0.7517241379310344
0.5625062658352725,62.69135802469136,0.7206896551724138
0.5351798659807674,59.96913580246913,0.6896551724137931
0.5210384203786066,57.4320987654321,0.6586206896551724
0.5310190808454403,54.45061728395062,0.6275862068965518
0.515599213198608,51.82098765432099,0.596551724137931
0.529785951133231,49.04320987654321,0.5655172413793104
0.5573830950945535,46.19135802469136,0.5344827586206897
0.5307432128688785,43.75925925925926,0.503448275862069
0.49259858943359347,40.72839506172839,0.47241379310344833
0.5039852718219697,38.02469135802469,0.4413793103448276
0.500032858984443,35.39506172839506,0.41034482758620694
0.4692250665441202,32.54938271604938,0.3793103448275862
0.4596096521326184,29.77777777777778,0.34827586206896555
0.4130915635041207,27.135802469135804,0.3172413793103448
0.3691725872920952,24.41358024691358,0.28620689655172415
0.29753083542287717,21.425925925925927,0.2551724137931035
0.25004268549476505,18.71604938271605,0.22413793103448276
0.2077054785398596,16.104938271604937,0.19310344827586212
0.12665452602835742,13.277777777777779,0.16206896551724137
0.20377195893568195,10.604938271604938,0.13103448275862073
0.19667506575074548,8.012345679012345,0.1
0.6109930966349414,88.48148148148148,1.0
0.575768571632632,84.48765432098766,0.9689655172413794
0.5542201277495706,81.8395061728395,0.9379310344827586
0.563946606070923,79.22222222222223,0.906896551724138
0.5329580994938574,76.53086419753086,0.8758620689655172
0.5257164798227684,73.73456790123457,0.8448275862068966
0.5280623537065829,71.01851851851852,0.8137931034482759
0.5222988748621062,68.29629629629629,0.7827586206896552
0.5068251495482414,65.65432098765432,0.7517241379310344
0.5191576832879704,62.75308641975309,0.7206896551724138
0.5065006493070616,60.01234567901235,0.6896551724137931
0.48728149836035006,57.32098765432099,0.6586206896551724
0.47400534966425617,54.53703703703704,0.6275862068965518
0.47476100211850647,51.79012345679013,0.596551724137931
0.48772777608358764,49.092592592592595,0.5655172413793104
0.457742264478575,46.32098765432099,0.5344827586206897
0.43284680680759924,43.74074074074074,0.503448275862069
0.43432154656698957,40.94444444444444,0.47241379310344833
0.44528553845904084,38.123456790123456,0.4413793103448276
0.4152499994650316,35.27160493827161,0.41034482758620694
0.393286463294383,32.55555555555556,0.3793103448275862
0.37404464616364236,29.80246913580247,0.34827586206896555
0.34187538227710773,27.123456790123456,0.3172413793103448
0.289533770080674,24.462962962962962,0.28620689655172415
0.3048050478493193,21.567901234567902,0.2551724137931035
0.27594245866126355,18.808641975308642,0.22413793103448276
0.24259127480439235,15.944444444444445,0.19310344827586212
0.12290510966324349,13.32716049382716,0.16206896551724137
0.11395071577938509,10.641975308641975,0.13103448275862073
0.11803096108399914,7.938271604938271,0.1
0.5222733139220815,88.48148148148148,1.0
0.5033142178034666,84.32716049382717,0.9689655172413794
0.4893002576779124,82.0,0.9379310344827586
0.48161654490315836,79.17901234567901,0.906896551724138
0.4731904199265794,76.53086419753086,0.8758620689655172
0.45427918486933355,73.75925925925925,0.8448275862068966
0.4557427685346821,70.95679012345678,0.8137931034482759
0.4631712752778763,68.30246913580247,0.7827586206896552
