corr,nresp
0.10003636522069428,8.238851674641152
0.14160992815574988,10.957129186602872
0.1705684217265753,13.753110047846887
0.1942295681940564,16.60937799043062
0.22916881532566888,19.482296650717707
0.25823559869231055,22.21645933014354
0.295031008795847,25.25856459330143
0.311691114636245,28.088421052631574
0.33827630063162245,30.81665071770335
0.36490029689634773,33.72057416267943
0.3901649042509352,36.5645933014354
0.4104839295283204,39.36842105263157
0.4278089886241642,42.21703349282296
0.4531989289999669,45.220095693779896
0.46320145931792334,47.86258373205743
0.4857158611084149,50.733397129186606
0.4995299908743112,53.582009569377995
0.5088223807309746,56.329760765550226
0.5234655384136068,59.364019138755985
0.5355993447832538,62.08612440191389
0.5431809946102704,64.87578947368422
0.5580593290960696,67.82315789473682
0.5663273120806126,70.59081339712921
0.5754968877874037,73.3804784688995
0.581769477046988,76.27751196172248
0.5935679030744416,79.14028708133972
0.6031849844504252,81.90641148325359
0.6118191097780625,84.76555023923443
0.6220163879667382,87.25626794258373
0.6329851326485713,91.44497607655506
