corr,nresp
0.1309961733868315,7.949876543209877
0.16432599678177404,10.588641975308642
0.20414520905915434,13.279506172839508
0.23479563014426244,16.041728395061728
0.26678427570852503,18.79703703703704
0.28829223811816174,21.466913580246914
0.3120964990626107,24.42320987654321
0.3253507369260787,27.131358024691362
0.3398609783783229,29.797777777777778
0.35858207642594964,32.58962962962963
0.37725858861288486,35.359012345679005
0.39674642898957024,38.071851851851854
0.4106681491891415,40.824938271604935
0.42289824953148575,43.74172839506173
0.43736286459601087,46.282469135802465
0.45390890251921057,49.06938271604938
0.4635118659833889,51.829135802469146
0.4763111698251942,54.4795061728395
0.48215726819574267,57.400987654320986
0.4907741917259201,60.02913580246913
0.5025254679273082,62.74271604938271
0.5078407119335736,65.61358024691357
0.5206709561303668,68.28123456790124
0.5287936836648591,70.9758024691358
0.5352912676755425,73.76641975308642
0.5410485593845212,76.55185185185186
0.552970797127623,79.2316049382716
0.5621199996900645,82.00246913580247
0.5702229463562309,84.42098765432097
0.5841783817486743,88.4814814814815
